Player,Tm,Pos,Type,Class,Details
T.J. Green,SEA,S,Personal,I-R,Green has reverted to the injured reserve list after passing through waivers due to personal reasons.
Earl Thomas,SEA,S,Leg,I-R,Thomas is on injured reserve due to a lower-leg fracture.
Will Dissly,SEA,TE,Knee,I-R,Dissly has been placed on injured reserve with a torn patella in his knee.
Shalom Luani,SEA,S,Quadricep,questionable,Luani was absent from the lineup during the previous game with a quadriceps injury and his status for Monday's matchup against the Vikings is in question.
Chris Carson,SEA,RB,Finger,probable,Carson left the last game due to a dislocated finger but is likely to be active Monday against the Vikings.
K.J. Wright,SEA,LB,Knee,questionable,Wright has missed the past three games due to a nagging knee injury and it is unclear if he will return against the Vikings on Monday.
Shamar Stephen,SEA,DT,Foot,questionable,Stephen was held out of the previous game with a foot injury and it is uncertain if he will face the Vikings on Monday.
Tre Madden,SEA,FB,Sternum,questionable,Madden sat out the last game due to a sternum injury and it is unknown if he will participate in Monday's contest against the Vikings.
Mychal Kendricks,SEA,LB,Suspension,probable,Kendricks has served his eight-game suspension for violating the league's personal conduct policy and is likely to return Monday versus the Vikings.
C.J. Prosise,SEA,RB,Abdominal,I-R,Prosise had abdominal surgery and is now on injured reserve.
D.J. Fluker,SEA,G,Hamstring,out,Fluker sustained a Grade 1 hamstring strain and there is no timetable for return.
Jimmy Garoppolo,SFO,QB,Knee,I-R,Garoppolo has been designated for the injured reserve list due to a torn ACL.
Kentavius Street,SFO,DL,Knee,I-R,Street has been placed on the IR/Non-Football Injury list as he is recuperating from offseason surgery to fix a torn ACL and is unlikely to play during the 2018 season.
Brock Coyle,SFO,LB,Concussion,I-R,Coyle has been placed on injured reserve with a broken bone in his back and a concussion.
JP Flynn,SFO,OL,Knee,I-R,Flynn is on injured reserve with a knee injury.
Jerick McKinnon,SFO,RB,Knee,I-R,McKinnon suffered a torn ACL and is on injured reserve.
Adrian Colbert,SFO,DB,Ankle,I-R,Colbert has landed on injured reserve due to a right high-ankle sprain.
Jimmie Ward,SFO,DB,Forearm,I-R,Ward is on injured reserve with a broken forearm.
Emmanuel Moseley,SFO,CB,Arm,I-R,Moseley had surgery on his left shoulder and is on injured reserve.
Raheem Mostert,SFO,RB,Forearm,I-R,Mostert has been placed on the injured reserve with a fractured right forearm.
Joshua Garnett,SFO,G,Thumb,probable,Garnett has been held out of the previous two games with a thumb injury but is likely to partake in Sunday's tilt against the Broncos.
Weston Richburg,SFO,C,Knee,questionable,Richburg is dealing with a knee injury and it is unknown if he will line up against the Broncos on Sunday.
Dekoda Watson,SFO,LB,Calf,I-R,Watson has been designated for the injured reserve list due to a calf injury.
Antone Exum,SFO,DB,Knee,questionable,Exum Jr. has a knee injury and it is unclear if he will play Sunday against the Broncos.
Malcolm Smith,SFO,LB,Achilles,questionable,Smith is battling an Achilles injury and it is uncertain if he will be available Sunday against the Broncos.
Marquise Goodwin,SFO,WR,Personal,probable,Goodwin sat out his second-straight game due to a personal matter but is likely to be active against the Broncos on Sunday.
Jeff Wilson,SFO,RB,Foot,questionable,Wilson left the last game due to a foot injury and it is unclear if he will be in the lineup against the Broncos on Sunday.
Matt Breida,SFO,RB,Ankle,out,Breida was lifted from the previous game due to an ankle injury and will not be available against the Broncos on Sunday.
Kyle Nelson,SFO,LS,Suspension,out,Nelson has been handed a 10-game suspension by the NFL for violating the NFL policy on performance-enhancing substances.
Pierre Garcon,SFO,WR,Knee,questionable,Garcon has missed the past three games due to a knee injury and it is unclear if he will return Sunday against the Broncos.
Jaquiski Tartt,SFO,S,Shoulder,out,Tartt exited the previous game due to a shoulder injury and it will prevent him from taking part in Sunday's matchup against the Broncos.
D.J. Reed,SFO,DB,Heel,probable,Reed was absent from the lineup during the last game with an injured heel but is projected to participate in Sunday's contest against the Broncos.
Tarvarius Moore,SFO,DB,Jaw,probable,Moore departed the last game due to a jaw injury but is expected to face the Broncos on Sunday.
Stevie Tu'ikolovatu,TAM,DT,Tricep,I-R,Tu'ikolovatu has been placed on the injured reserve list with a torn triceps.
Maurice Fleming,TAM,DB,Knee,I-R,Fleming is on injured reserve with a knee injury.
Kwon Alexander,TAM,LB,Knee,I-R,Alexander has been designated for the injured reserve list due to a torn ACL in his right knee.
Jack Cichy,TAM,LB,Knee,I-R,Cichy has been placed on the injured reserve list due to a torn ACL is his left knee.
O.J. Howard,TAM,TE,Ankle,I-R,Howard has been placed on the injured reserve list due to a right ankle injury and a foot ailment.
Kendell Beckwith,TAM,LB,Ankle,I-R,Beckwith is on the IR/Non-Football Injury list while he recovers from a fractured ankle.
Evan Dietrich-Smith,TAM,OL,Hip,I-R,Smith has been placed on injured reserve with a hip injury.
Shaun Wilson,TAM,RB,Shoulder,I-R,Wilson has been placed on the injured reserve list due to a shoulder injury.
Adarius Taylor,TAM,LB,Toe,questionable,Taylor has a toe injury and his status for Sunday's game against the Saints is in question.
Brent Grimes,TAM,CB,Knee,probable,Grimes missed the last game with an injured knee but is expected to return Sunday against the Saints.
Justin Evans,TAM,S,Toe,questionable,Evans is dealing with a toe injury and it is uncertain if he will suit up against the Saints on Sunday.
Carlton Davis,TAM,CB,Knee,questionable,Davis missed the last game due to a knee injury and it has yet to be determined if he will participate in Sunday's tilt with the Saints.
M.J. Stewart,TAM,CB,Foot,probable,Steward has been sidelined due to a foot injury but is likely to return versus the Saints on Sunday.
Jason Pierre-Paul,TAM,DE,Knee,questionable,Pierre-Paul has a knee injury and it is unclear if he will suit up against the Saints on Sunday.
Gerald McCoy,TAM,DT,Ankle,questionable,McCoy is hampered by injuries to his ankle and shoulder. It has yet to be established if he will face the Saints on Sunday.
DeSean Jackson,TAM,WR,Thumb,doubtful,Jackson missed the last game with a thumb injury and his availability Sunday against the Saints is unlikely
Rakeem Nunez-Roches,TAM,DT,Knee,questionable,Nunez-Roches missed the last game with a knee injury and it is unknown if he will line up for Sunday's matchup against the Saints.
Isaiah Johnson,TAM,S,Concussion,questionable,Johnson left the last game with a concussion and it is unknown if he will be cleared in time for Sunday's game against the Saints.
Vernon Hargreaves,TAM,CB,Shoulder,I-R,Hargreaves is on injured reserve with a torn labrum in his shoulder. It is uncertain if he will be activated prior to Sunday's contest against the Saints.
Demar Dotson,TAM,T,Knee,questionable,Dotson missed the last game with injuries to his knee and hamstring. It is unknown if he will be available for Sunday's matchup with the Saints.
Mitch Unrein,TAM,DT,Concussion,I-R,Unrein is on injured reserve with a concussion and it is unknown if he will return to action Sunday against the Saints.
Chris Conte,TAM,S,Knee,I-R,Conte is on injured reserve due to a torn PCL in his knee and it is uncertain if he will be activated prior to Sunday's matchup against the Saints.
Sergio Bailey,TAM,WR,Ankle,I-R,Bailey II in on the injured reserve list after having surgery for an ankle injury.
Arie Kouandjio,WAS,G,Quadricep,I-R,Kouandjio is on the injured reserve list due to a torn quadriceps.
Cam Sims,WAS,WR,Ankle,I-R,Sims suffered a high-ankle sprain and is on the injured reserve list as a result.
Tyler Catalina,WAS,G,Shoulder,I-R,Catalina has been placed on injured reserve after having a procedure performed on his shoulder.
Troy Apke,WAS,S,Hamstring,I-R,Apke is on the injured reserve list due to a hamstring injury.
Cassanova McKinzy,WAS,LB,Pectoral,I-R,McKinzy has been placed on injured reserve due to a torn pectoral.
Reuben Foster,WAS,LB,Personal,out,Foster has been placed on the commissioner's exempt list by the NFL while the league reviews an off-field incident he was recently involved in.
Alex Smith,WAS,QB,Shin,I-R,Smith had surgery to repair a broken right tibia and fibula and is on the injured reserve list.
Robert Kelley,WAS,RB,Toe,I-R,Kelley has landed on injured reserve due to a toe injury.
Geron Christian,WAS,T,Knee,I-R,Christian Sr. has been designated for injured reserve due to a torn MCL in his knee.
Paul Richardson,WAS,WR,Shoulder,I-R,Richardson Jr. is on injured reserve due to an AC joint injury in his shoulder.
Brandon Scherff,WAS,G,Pectoral,I-R,Scherff has landed on the injured reserve list as he tore his left pectoral muscle.
Shawn Lauvao,WAS,G,Knee,I-R,Lauvao has been placed on the injured reserve list due to a torn ACL in his right knee.
Quinton Dunbar,WAS,CB,Shin,I-R,Dunbar is on injured reserve with a shin injury.
Adrian Peterson,WAS,RB,Shoulder,probable,Peterson is expected to play Sunday against the Giants despite a shoulder injury.
Josh Norman,WAS,CB,Hamstring,questionable,Norman is battling a hamstring injury and it is undetermined if he will line up against the Giants on Sunday.
Morgan Moses,WAS,T,Knee,questionable,Moses is nursing a knee injury and it is uncertain if he will be available against the Giants on Sunday.
Trent Williams,WAS,T,Thumb,questionable,Williams is tending to thumb and wrist injuries. It has yet to be established if he will face the Giants on Sunday.
Chase Roullier,WAS,C,Knee,questionable,Roullier is dealing with a knee injury and it is unknown if he will suit up Sunday against the Giants.
Trey Quinn,WAS,WR,Ankle,I-R,Quinn has been placed on the injured reserve list with an ankle injury.
Montae Nicholson,WAS,S,Illness,questionable,Nicholson is ailing from an illness and it is unclear if the symptoms will subside in time for Sunday's tilt against the Giants.
Colt McCoy,WAS,QB,Shin,out,McCoy is expected to miss the remainder of the season due to a fractured right fibula.
Matthew Ioannidis,WAS,DL,Shin,questionable,Ioannidis sat out the last game with a shin injury and it is unknown if it will impede his status Sunday against the Giants.
Jonathan Cooper,WAS,G,Bicep,I-R,Cooper sustained a torn biceps muscle and is on the injured reserve list.
Samaje Perine,WAS,RB,Knee,questionable,Perine has missed the past three games with injuries to his knee and calf. It is unclear if he will return Sunday against the Giants.
Tony Bergstrom,WAS,OL,Ankle,out,Bergstrom exited the previous game due to a right ankle injury and will not line up against the Giants on Sunday.
Fabian Moreau,WAS,CB,Knee,questionable,Moreau was lifted from the previous game due to a knee injury and his status for Sunday's matchup against the Giants has yet to be determined.
Ryan Anderson,WAS,LB,Hamstring,questionable,Anderson departed the previous game due to a hamstring injury and it is undetermined if he will be in the lineup against the Giants on Sunday.
Derrius Guice,WAS,RB,Knee,I-R,Guice is on injured reserve with a torn ACL in his left knee.
Manasseh Garner,WAS,TE,Knee,I-R,Garner has been placed on the injured reserve list with a torn ACL.
Robert Davis,WAS,WR,Leg,I-R,Davis has been designated for injured reserve after suffering a broken leg and a torn LCL.
